movie_id,real_budget,real_revenue,real_profit,is_profitable,ROI,log_real_revenue,is_sequel,is_major_studio,is_blockbuster_season,is_weekend_release,released_year,released_date,runtime,director,star,writer,director_win_rate,star_win_rate,writer_win_rate,production_win_rate,rating_win_rate,rating,country,vote_count,score,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western,theme_agent,theme_american,theme_brother,theme_car,theme_city,theme_daughter,theme_death,theme_director,theme_drug,theme_family,theme_father,theme_finds,theme_friend,theme_friends,theme_help,theme_high,theme_love,theme_mother,theme_murder,theme_old,theme_police,theme_relationship,theme_school,theme_secret,theme_son,theme_town,theme_true,theme_war,theme_wife,theme_years
the internship,78088412.01716739,126116506.72446352,48028094.70729613,1,0.6150476551724137,18.65271670215677,0,1,1,1,2013,"June 7, 2013 (United States)",119.0,Shawn Levy,Vince Vaughn,Vince Vaughn,1.0,0.6666666666666666,1.0,0.8164251207729468,0.7330583382439599,PG-13,United States,2631.0,6.11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the interpreter,128499743.98361495,261729761.11162314,133230017.12800819,1,1.0368115375,19.382823087100633,0,1,0,0,2005,"April 22, 2005 (United States)",128.0,Sydney Pollack,Nicole Kidman,Martin Stellman,0.75,0.6842105263157895,1.0,0.7804878048780488,0.7330583382439599,PG-13,United Kingdom,1540.0,6.314,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0
the interview,58313476.975073926,16357767.885086607,-41955709.08998732,0,-0.7194856363636364,16.610213503621594,0,1,1,1,2014,"December 24, 2014 (United States)",112.0,Evan Goldberg,James Franco,Dan Sterling,0.5,0.7142857142857143,0.5,0.7559322033898305,0.6257332811888933,R,United States,3579.0,6.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the intruder,9814626.51544779,44901132.36488072,35086505.84943293,1,3.5749201250000002,17.619973594373434,0,0,0,0,2019,"May 3, 2019 (United States)",102.0,Deon Taylor,Michael Ealy,David Loughery,1.0,1.0,1.0,0.8888888888888888,0.7330583382439599,PG-13,United States,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the invasion,121061263.86878918,60788731.522431254,-60272532.34635793,0,-0.497868025,17.922915009407706,1,1,0,0,2007,"August 17, 2007 (United States)",99.0,Oliver Hirschbiegel,Nicole Kidman,David Kajganich,0.0,0.6842105263157895,0.0,0.7728813559322034,0.7330583382439599,PG-13,United States,1662.0,6.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
the invention of lying,27055710.955710955,47393572.241958044,20337861.28624709,1,0.7517030810810812,17.673997191860046,0,1,0,0,2009,"October 2, 2009 (United States)",100.0,Ricky Gervais,Ricky Gervais,Ricky Gervais,1.0,1.0,1.0,0.7728813559322034,0.7330583382439599,PG-13,United States,2283.0,6.204,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the invisible,45397973.95079594,40570827.05306319,-4827146.89773275,0,-0.10632956666666657,17.518559845451616,0,0,0,0,2007,"April 27, 2007 (United States)",102.0,David S. Goyer,Justin Chatwin,Mick Davis,0.6666666666666666,0.5,0.0,0.6388888888888888,0.7330583382439599,PG-13,United States,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the invisible man,8484930.448222565,173518039.79907262,165033109.35085005,1,19.450142857142858,18.971792133496333,0,1,0,0,2020,"February 28, 2020 (United States)",124.0,Leigh Whannell,Elisabeth Moss,Leigh Whannell,1.0,1.0,1.0,0.7804878048780488,0.6257332811888933,R,Canada,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the irishman,195065701.99452484,1188616.2929213922,-193877085.70160344,0,-0.9939065849056604,13.988301250792029,0,0,0,0,2019,"November 27, 2019 (United States)",209.0,Martin Scorsese,Robert De Niro,Steven Zaillian,0.6842105263157895,0.5,0.5,0.0,0.6257332811888933,R,United States,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the iron giant,131806722.68907563,43647018.55882353,-88159704.1302521,0,-0.6688559,17.591645557479346,0,1,0,0,1999,"August 6, 1999 (United States)",86.0,Brad Bird,Eli Marienthal,Tim McCanlies,0.8333333333333334,0.0,0.5,0.7728813559322034,0.7196885428253615,PG,United States,6067.0,7.95,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
the iron lady,17761759.581881534,158340210.26263067,140578450.68074915,1,7.914669153846154,18.880256511940793,0,0,0,0,2012,"January 13, 2012 (United States)",105.0,Phyllida Lloyd,Meryl Streep,Abi Morgan,1.0,0.7391304347826086,1.0,1.0,0.7330583382439599,PG-13,United Kingdom,1856.0,6.357,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
the island,83754854.36893202,59834574.558252424,-23920279.8106796,0,-0.28559872727272717,17.907094238428243,0,1,0,0,1980,"June 13, 1980 (United States)",109.0,Michael Ritchie,Michael Caine,Peter Benchley,0.5,0.5454545454545454,0.6666666666666666,0.7804878048780488,0.6257332811888933,R,United States,5797.0,6.689,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the island of dr. moreau,79974506.05481197,99223927.80305927,19249421.748247296,1,0.2406944750000001,18.412889760939546,1,1,0,0,1996,"August 23, 1996 (United States)",96.0,John Frankenheimer,David Thewlis,H.G. Wells,0.25,0.5,1.0,0.7697368421052632,0.7330583382439599,PG-13,United States,553.0,4.893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the isle,1821718.931475029,45475.56968641115,-1776243.361788618,0,-0.9750369999999999,10.724952520358745,0,0,0,0,2000,"April 22, 2000 (South Korea)",90.0,Kim Ki-duk,Jung Suh,Kim Ki-duk,0.5,0.0,0.5,0.0,0.4186046511627907,Unrated,South Korea,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the italian job,102293478.26086956,300180503.49293476,197887025.2320652,1,1.9345028499999999,19.519894533325765,1,1,0,0,2003,"May 30, 2003 (United States)",111.0,F. Gary Gray,Donald Sutherland,Troy Kennedy-Martin,0.9,0.6,1.0,0.7992700729927007,0.7330583382439599,PG-13,United States,5918.0,6.785,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
the jackal,117271028.03738317,311413762.21806854,194142734.18068537,1,1.6555046666666668,19.556633014261813,0,1,0,0,1997,"November 14, 1997 (United States)",124.0,Michael Caton-Jones,Bruce Willis,Kenneth Ross,0.7142857142857143,0.7352941176470589,1.0,0.7804878048780488,0.6257332811888933,R,United States,2067.0,6.381,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
the jacket,46581157.194060415,34908931.136712745,-11672226.05734767,0,-0.250578275862069,17.368253289576206,0,0,0,0,2005,"March 4, 2005 (United States)",103.0,John Maybury,Adrien Brody,Tom Bleecker,0.0,0.3333333333333333,0.0,0.0,0.6257332811888933,R,Germany,1655.0,6.868,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
the jewel of the nile,72885687.732342,282135249.4423792,209249561.71003717,1,2.870928,19.457897125423354,0,0,0,0,1985,"December 11, 1985 (United States)",106.0,Lewis Teague,Michael Douglas,Mark Rosenthal,1.0,0.7777777777777778,0.6666666666666666,1.0,0.7196885428253615,PG,United States,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the joneses,14383310.408069693,5093942.872535534,-9289367.535534158,0,-0.6458435,15.443562916112885,0,0,0,1,2010,"April 23, 2010 (United States)",96.0,Derrick Borte,Demi Moore,Randy T. Dinzler,0.0,0.5,0.0,0.0,0.6257332811888933,R,United States,312.0,6.187,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the joy luck club,23880276.816608995,71426203.20553632,47545926.388927326,1,1.9910123636363632,18.084175365659483,0,0,0,0,1993,"October 29, 1993 (United States)",139.0,Wayne Wang,Tamlyn Tomita,Amy Tan,0.7142857142857143,1.0,1.0,0.6388888888888888,0.6257332811888933,R,United States,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the judge,66265314.74440219,100881504.07942542,34616189.33502323,1,0.52238776,18.429457169012274,0,1,0,1,2014,"October 10, 2014 (United States)",141.0,David Dobkin,Robert Downey Jr.,Nick Schenk,0.6666666666666666,0.7222222222222222,1.0,0.7728813559322034,0.6257332811888933,R,United States,2356.0,7.329,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0
the jungle book,228739583.33333334,1258531130.8079166,1029791547.4745833,1,4.502025982857142,20.95321110946683,1,0,0,1,2016,"December 25, 1994 (United States)",111.0,Stephen Sommers,Jason Scott Lee,Rudyard Kipling,0.8571428571428571,0.6666666666666666,1.0,1.0,0.7196885428253615,PG,United States,5257.0,6.869,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the jungle book 2,34097826.08695652,317627658.68641305,283529832.59945655,1,8.31518795,19.576390373237903,1,0,0,0,2003,"February 14, 2003 (United States)",72.0,Steve Trenbirth,John Goodman,Karl Geurs,1.0,0.5714285714285714,1.0,1.0,0.7798165137614679,G,United States,1186.0,5.898,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
the juror,87971956.66029318,45494947.30720203,-42477009.35309114,0,-0.48284715909090914,17.633111851541972,0,1,0,0,1996,"February 2, 1996 (United States)",118.0,Brian Gibson,Demi Moore,George Dawes Green,0.6666666666666666,0.5,0.0,0.7559322033898305,0.6257332811888933,R,United States,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the karate kid,57533241.63227877,505968812.703347,448435571.0710683,1,7.794373449999999,20.04198559235501,0,1,1,1,2010,"June 22, 1984 (United States)",126.0,John G. Avildsen,Ralph Macchio,Robert Mark Kamen,0.8333333333333334,1.0,1.0,0.7559322033898305,0.7196885428253615,PG,United States,3140.0,7.216,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
the keep,34645582.32931727,13286876.88554217,-21358705.443775102,0,-0.6164914545454545,16.40228748100981,0,1,0,0,1983,"December 16, 1983 (United States)",96.0,Michael Mann,Scott Glenn,F. Paul Wilson,0.5,0.3333333333333333,0.0,0.7992700729927007,0.6257332811888933,R,United Kingdom,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the kid,118411730.54587689,200967623.96051103,82555893.41463414,1,0.6971935384615384,19.118654383202006,0,0,0,0,2000,"July 7, 2000 (United States)",104.0,Jon Turteltaub,Bruce Willis,Audrey Wells,0.9090909090909091,0.7352941176470589,1.0,1.0,0.7196885428253615,PG,United States,1101.0,6.745,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
the kid who would be king,72382870.55142745,39431452.04927649,-32951418.50215096,0,-0.4552377966101695,17.490074356538663,0,0,0,0,2019,"January 25, 2019 (United States)",120.0,Joe Cornish,Louis Ashbourne Serkis,Joe Cornish,0.0,0.0,0.0,0.0,0.7196885428253615,PG,United Kingdom,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the kids are all right,5753324.163227877,52176133.082530946,46422808.91930307,1,8.06886725,17.77013574682032,0,0,1,1,2010,"July 30, 2010 (United States)",106.0,Lisa Cholodenko,Annette Bening,Lisa Cholodenko,1.0,0.6666666666666666,1.0,0.775,0.6257332811888933,R,United States,854.0,6.606,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
the killer inside me,18698303.5304906,5202841.792297111,-13495461.73819349,0,-0.7217479230769231,15.464715724997035,0,0,0,0,2010,"June 8, 2010 (United Kingdom)",109.0,Michael Winterbottom,Casey Affleck,John Curran,0.0,0.6,0.0,0.0,0.6257332811888933,R,United Kingdom,304.0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the killing fields,41982156.133829,101166182.96189591,59184026.828066915,1,1.4097424305555555,18.432275108402745,0,0,0,0,1985,"February 1, 1985 (United States)",141.0,Roland Joffé,Sam Waterston,Bruce Robinson,0.16666666666666666,1.0,0.25,0.6666666666666666,0.6257332811888933,R,United Kingdom,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the king and i,47073829.53181273,22582297.04501801,-24491532.486794718,0,-0.52027916,16.93267688498012,0,0,0,0,1999,"March 19, 1999 (United States)",87.0,Richard Rich,Miranda Richardson,Oscar Hammerstein II,0.0,0.0,0.0,0.3103448275862069,0.7798165137614679,G,United States,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the king of comedy,62991967.87148595,7988143.7289156625,-55003824.14257029,0,-0.8731879,15.893469091645605,0,0,0,0,1983,"February 18, 1983 (Brazil)",109.0,Martin Scorsese,Robert De Niro,Paul D. Zimmerman,0.6842105263157895,0.5,0.0,0.0,0.7196885428253615,PG,United States,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the king's speech,21574965.61210454,614705746.1847776,593130780.5726731,1,27.491621133333332,20.236654251410197,0,0,0,0,2010,"December 25, 2010 (United States)",118.0,Tom Hooper,Colin Firth,David Seidler,0.75,0.6666666666666666,1.0,0.7307692307692307,0.6257332811888933,R,United Kingdom,9205.0,7.733,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
the kingdom,105928605.88519053,131683115.60347322,25754509.718282685,1,0.24313082857142862,18.695908962622315,0,1,0,0,2007,"September 28, 2007 (United States)",110.0,Peter Berg,Jamie Foxx,Matthew Michael Carnahan,0.7,0.6666666666666666,0.75,0.7804878048780488,0.6257332811888933,R,United States,1787.0,6.731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
the kiss,15910397.295012679,4956481.21386306,-10953916.08114962,0,-0.6884753333333333,15.416206816001775,0,0,0,0,1988,"October 14, 1988 (United States)",101.0,Pen Densham,Joanna Pacula,Tom Ropelewski,0.0,0.0,0.0,0.64,0.6257332811888933,R,Canada,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the kitchen,46619475.948377,19604755.723113023,-27014720.225263976,0,-0.5794728421052631,16.791282784711047,0,0,0,0,2019,"August 9, 2019 (United States)",102.0,Andrea Berloff,Melissa McCarthy,Andrea Berloff,0.0,0.6666666666666666,0.6666666666666666,0.5555555555555556,0.6257332811888933,R,United States,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the kite runner,29140733.85973061,109293821.63167673,80153087.77194613,1,2.75055145,18.509550433998598,0,0,0,0,2008,"January 11, 2008 (United States)",128.0,Marc Forster,Khalid Abdalla,David Benioff,0.7,1.0,0.8333333333333334,0.8194444444444444,0.7330583382439599,PG-13,United States,1233.0,7.319,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
the ladies man,43721254.3554007,25036269.479674798,-18684984.8757259,0,-0.42736616666666666,17.035836150598136,0,0,0,0,2000,"October 13, 2000 (United States)",84.0,Reginald Hudlin,Tim Meadows,Tim Meadows,0.4,0.0,0.0,0.3333333333333333,0.6257332811888933,R,United States,133.0,6.335,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
the lady in the van,7842500.0,54097155.88291667,46254655.88291667,1,5.897947833333333,17.80629218943976,0,0,0,0,2016,"February 26, 2016 (United States)",104.0,Nicholas Hytner,Maggie Smith,Alan Bennett,0.4,1.0,0.5,0.5625,0.7330583382439599,PG-13,United Kingdom,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the ladykillers,58123345.6855479,127315354.24404445,69192008.55849655,1,1.1904340285714285,18.66217767875171,0,0,0,0,2004,"March 26, 2004 (United States)",104.0,Ethan Coen,Tom Hanks,Joel Coen,1.0,0.9210526315789473,0.6923076923076923,0.7307692307692307,0.6257332811888933,R,United States,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the lair of the white worm,6629332.206255283,3153745.693153001,-3475586.5131022823,0,-0.524274,14.964101730392423,0,0,0,0,1988,"October 21, 1988 (United States)",93.0,Ken Russell,Amanda Donohoe,Ken Russell,0.0,0.0,0.0,0.0,0.6257332811888933,R,United Kingdom,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the lake house,62242063.492063485,178681576.49156746,116439512.99950397,1,1.8707527750000001,19.001115882994217,0,1,0,0,2006,"June 16, 2006 (United States)",99.0,Alejandro Agresti,Keanu Reeves,David Auburn,1.0,0.7692307692307693,0.5,0.7728813559322034,0.7196885428253615,PG,United States,2941.0,7.026,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the land before time,33146661.031276416,223967602.62214708,190820941.59087068,1,5.75686768,19.227011972673022,0,0,0,0,1988,"November 18, 1988 (United States)",69.0,Don Bluth,Pat Hingle,Stu Krieger,0.5,1.0,1.0,0.9,0.7798165137614679,G,United States,2703.0,7.142,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
the last airbender,215749656.12104538,459854399.2191655,244104743.09812012,1,1.1314258733333333,19.946420476081304,1,1,1,1,2010,"July 1, 2010 (United States)",103.0,M. Night Shyamalan,Noah Ringer,M. Night Shyamalan,0.9166666666666666,1.0,0.9090909090909091,0.7992700729927007,0.7196885428253615,PG,United States,2143.0,4.644,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
the last boy scout,99038913.36270192,137065076.89060208,38026163.52790016,1,0.3839517441860466,18.735966392104878,0,0,0,0,1991,"December 13, 1991 (United States)",105.0,Tony Scott,Bruce Willis,Shane Black,0.8,0.7352941176470589,0.8333333333333334,0.6666666666666666,0.6257332811888933,R,United States,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the last castle,127534726.1434218,48963959.26538679,-78570766.87803501,0,-0.6160735138888889,17.706595080670528,0,0,0,0,2001,"October 19, 2001 (United States)",131.0,Rod Lurie,Robert Redford,David Scarpa,0.25,0.8461538461538461,0.6666666666666666,0.8194444444444444,0.6257332811888933,R,United States,1395.0,7.174,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the last days of disco,15396319.018404908,5813267.07791411,-9583051.940490797,0,-0.622424875,15.575653462584542,0,0,0,0,1998,"June 12, 1998 (United States)",113.0,Whit Stillman,Chloë Sevigny,Whit Stillman,0.75,0.0,0.75,0.5111111111111111,0.6257332811888933,R,United States,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the last dragon,29154275.092936803,75084748.05576208,45930472.96282528,1,1.5754284000000003,18.134128020955515,0,0,0,0,1985,"March 22, 1985 (United States)",109.0,Michael Schultz,Taimak,Louis Venosta,1.0,1.0,1.0,1.0,0.7330583382439599,PG-13,United States,275.0,6.473,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the last exorcism,2588995.8734525447,100921791.97615772,98332796.10270518,1,37.98105555555556,18.429856447890824,0,0,0,1,2010,"August 27, 2010 (United States)",87.0,Daniel Stamm,Patrick Fabian,Huck Botko,1.0,1.0,1.0,1.0,0.7330583382439599,PG-13,France,519.0,5.693,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
the last flight of noah's ark,22842233.009708736,41877427.18446601,19035194.174757276,1,0.8333333333333331,17.550257532923062,0,0,0,0,1980,"June 25, 1980 (United States)",97.0,Charles Jarrott,Elliott Gould,Ernest K. Gann,1.0,1.0,1.0,0.4,0.7798165137614679,G,United States,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the last house on the left,21937062.937062938,67266673.45034964,45329610.51328671,1,2.0663481999999997,18.024175492929487,0,0,0,0,2009,"March 13, 2009 (United States)",110.0,Dennis Iliadis,Garret Dillahunt,Adam Alleca,1.0,1.0,1.0,0.8,0.6257332811888933,R,United States,1919.0,6.492,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
the last king of scotland,9079594.790159188,73572245.6184274,64492650.82826821,1,7.103031833333334,18.1137784285963,0,0,0,0,2007,"January 19, 2007 (United States)",123.0,Kevin Macdonald,James McAvoy,Peter Morgan,0.6666666666666666,1.0,0.8,0.9375,0.6257332811888933,R,United Kingdom,2323.0,7.415,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the last kiss,31121031.746031743,24667153.73859127,-6453878.007440474,0,-0.20737994999999995,17.020983149004227,0,0,0,0,2006,"September 15, 2006 (United States)",104.0,Tony Goldwyn,Zach Braff,Paul Haggis,0.25,0.75,0.6,0.6666666666666666,0.6257332811888933,R,United States,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the last legion,52964302.942595266,38290221.99999999,-14674080.942595273,0,-0.2770560571428572,17.460705147411446,0,0,0,0,2007,"August 17, 2007 (United States)",101.0,Doug Lefler,Colin Firth,Jez Butterworth,0.0,0.6666666666666666,0.6666666666666666,0.6111111111111112,0.7330583382439599,PG-13,United Kingdom,839.0,5.616,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
