movie_id,real_budget,real_revenue,real_profit,is_profitable,ROI,log_real_revenue,is_sequel,is_major_studio,is_blockbuster_season,is_weekend_release,released_year,released_date,runtime,director,star,writer,director_win_rate,star_win_rate,writer_win_rate,production_win_rate,rating_win_rate,rating,country,vote_count,score,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western,theme_agent,theme_american,theme_brother,theme_car,theme_city,theme_daughter,theme_death,theme_director,theme_drug,theme_family,theme_father,theme_finds,theme_friend,theme_friends,theme_help,theme_high,theme_love,theme_mother,theme_murder,theme_old,theme_police,theme_relationship,theme_school,theme_secret,theme_son,theme_town,theme_true,theme_war,theme_wife,theme_years
evil dead ii,9941197.183098592,16358234.441901408,6417037.258802816,1,0.6454994444444444,16.610242025247288,0,0,0,0,1987,"March 13, 1987 (United States)",84.0,Sam Raimi,Bruce Campbell,Sam Raimi,0.7142857142857143,1.0,1.0,1.0,0.6257332811888933,R,United States,3420.0,7.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evil under the sun,32507772.020725388,19864426.7253886,-12643345.295336787,0,-0.388933,16.804441138630047,0,0,0,0,1982,"March 5, 1982 (United States)",117.0,Guy Hamilton,Peter Ustinov,Anthony Shaffer,0.0,0.0,0.0,0.3333333333333333,0.7196885428253615,PG,United Kingdom,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evita,107498442.36760125,275679128.0517134,168180685.68411216,1,1.5644941636363638,19.434748171466243,0,0,0,0,1997,"January 10, 1997 (United States)",135.0,Alan Parker,Madonna,Tim Rice,0.5454545454545454,0.2,1.0,0.6388888888888888,0.7196885428253615,PG,United States,504.0,6.074,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
evolution,141705251.27046868,174255464.71146247,32550213.440993786,1,0.22970364999999995,18.97603297418019,0,1,0,0,2001,"June 8, 2001 (United States)",101.0,Ivan Reitman,David Duchovny,Don Jakoby,0.9285714285714286,0.8,0.75,0.7559322033898305,0.7330583382439599,PG-13,United States,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ex machina,17207172.99578059,50772268.22953586,33565095.233755276,1,1.9506455384615384,17.742860882192915,0,0,0,1,2015,"April 24, 2015 (United States)",108.0,Alex Garland,Alicia Vikander,Alex Garland,0.5,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.6257332811888933,R,United Kingdom,8026.0,7.574,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
excalibur,37961496.14961496,120686967.69196919,82725471.54235423,1,2.1791941818181817,18.608710715798164,0,0,0,0,1981,"April 10, 1981 (United States)",140.0,John Boorman,Nigel Terry,Thomas Malory,0.5,1.0,1.0,0.8,0.6257332811888933,R,United Kingdom,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
excess baggage,39090342.67912772,28370773.912772585,-10719568.766355138,0,-0.27422549999999996,17.160870120926365,0,1,0,0,1997,"August 29, 1997 (United States)",101.0,Marco Brambilla,Alicia Silverstone,Max D. Adams,0.5,0.3333333333333333,0.0,0.7559322033898305,0.7330583382439599,PG-13,United States,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
executive decision,109964945.82536647,244080576.99426383,134115631.16889736,1,1.2196216727272726,19.313008966422423,0,1,0,1,1996,"March 15, 1996 (United States)",133.0,Stuart Baird,Kurt Russell,Jim Thomas,1.0,0.5,1.0,0.7728813559322034,0.6257332811888933,R,United States,402.0,6.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
existenz,28244297.719087638,5379054.948379352,-22865242.770708285,0,-0.8095525333333333,15.498023442461625,0,0,0,0,1999,"April 23, 1999 (United States)",97.0,David Cronenberg,Jude Law,David Cronenberg,0.2727272727272727,0.4,0.0,0.7291666666666666,0.6257332811888933,R,United Kingdom,2131.0,6.783,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
exit to eden,52918353.57624831,14481784.811066126,-38436568.76518218,0,-0.7263371999999999,16.488402266810905,0,0,0,0,1994,"October 14, 1994 (United States)",113.0,Garry Marshall,Dana Delany,Anne Rice,0.6666666666666666,0.0,0.6666666666666666,0.0,0.6257332811888933,R,United States,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
exit wounds,88565782.04404292,141631917.03162056,53066134.98757765,1,0.59917198,18.768742123650743,0,1,0,0,2001,"March 16, 2001 (United States)",101.0,Andrzej Bartkowiak,Steven Seagal,Ed Horowitz,0.6,0.7,0.5,0.7728813559322034,0.6257332811888933,R,United States,547.0,5.805,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
exodus: gods and kings,185542881.28432614,355598913.0887199,170056031.80439377,1,0.9165322357142859,19.689314007855604,0,0,1,1,2014,"December 12, 2014 (United States)",150.0,Ridley Scott,Christian Bale,Adam Cooper,0.7727272727272727,0.65,1.0,1.0,0.7330583382439599,PG-13,United Kingdom,2909.0,5.881,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
exorcist: the beginning,132853361.56696664,129714735.77395447,-3138625.793012172,0,-0.023624737499999975,18.680848264836456,1,0,0,0,2004,"August 20, 2004 (United States)",114.0,Renny Harlin,Stellan Skarsgård,William Peter Blatty,0.4666666666666667,0.0,0.0,0.3103448275862069,0.6257332811888933,R,United States,873.0,5.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
explorers,72885687.732342,28784144.078066915,-44101543.65427509,0,-0.60507824,17.175335275392758,0,1,0,0,1985,"July 12, 1985 (United States)",109.0,Joe Dante,Ethan Hawke,Eric Luke,0.4444444444444444,0.6470588235294118,0.0,0.7992700729927007,0.7196885428253615,PG,United States,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
extract,11699766.8997669,15866029.03076923,4166262.131002331,1,0.356097875,16.579690905617362,0,0,0,0,2009,"September 4, 2009 (United States)",92.0,Mike Judge,Jason Bateman,Mike Judge,1.0,0.8181818181818182,1.0,1.0,0.6257332811888933,R,United States,665.0,5.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
extraordinary measures,44588262.26501604,22764442.36955525,-21823819.895460792,0,-0.489452129032258,16.940710375301425,0,0,0,1,2010,"January 22, 2010 (United States)",106.0,Tom Vaughan,Brendan Fraser,Robert Nelson Jacobs,0.5,0.6666666666666666,0.3333333333333333,0.9444444444444444,0.7196885428253615,PG,United States,153.0,6.274,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
extreme measures,75975780.75207138,34749174.80050988,-41226605.9515615,0,-0.5426282631578947,17.36366641172286,0,0,0,0,1996,"September 27, 1996 (United States)",118.0,Michael Apted,Hugh Grant,Michael Palmer,0.75,0.5833333333333334,0.0,0.5111111111111111,0.6257332811888933,R,United Kingdom,347.0,5.986,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
extreme prejudice,60751760.56338028,31225974.144366197,-29525786.41901408,0,-0.4860070909090909,17.256760843091683,0,0,0,0,1987,"April 24, 1987 (United States)",104.0,Walter Hill,Nick Nolte,John Milius,0.3333333333333333,0.38461538461538464,0.0,0.5,0.6257332811888933,R,United States,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
extremely loud & incredibly close,54651567.94425087,75484583.05618466,20833015.111933798,1,0.381197025,18.139439008684427,0,1,0,0,2012,"January 20, 2012 (United States)",129.0,Stephen Daldry,Thomas Horn,Eric Roth,1.0,1.0,0.5714285714285714,0.7728813559322034,0.7330583382439599,PG-13,United States,2115.0,6.978,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eye for an eye,39987253.027405985,53738047.60548119,13750794.578075208,1,0.3438794500000001,17.79963184872235,0,1,0,0,1996,"January 12, 1996 (United States)",101.0,John Schlesinger,Sally Field,Erika Holzer,0.6666666666666666,0.8333333333333334,1.0,0.7992700729927007,0.6257332811888933,R,United States,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eye in the sky,16992083.333333332,46274412.4475,29282329.114166666,1,1.7232924615384617,17.650099740978835,0,0,0,1,2016,"April 1, 2016 (United States)",102.0,Gavin Hood,Helen Mirren,Guy Hibbert,0.75,0.6666666666666666,1.0,1.0,0.6257332811888933,R,United Kingdom,850.0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eye of the beholder,63760162.601626016,32043498.597560976,-31716664.00406504,0,-0.497437,17.282604900091137,0,0,0,0,2000,"January 28, 2000 (United States)",109.0,Stephan Elliott,Ewan McGregor,Marc Behm,0.0,0.7692307692307693,0.0,0.0,0.6257332811888933,R,Canada,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eye see you,95906058.92162311,11565194.8143413,-84340864.1072818,0,-0.8794112181818181,16.26351078513783,0,1,0,0,2002,"January 17, 2002 (Germany)",96.0,Jim Gillespie,Sylvester Stallone,Howard Swindle,0.5,0.75,0.0,0.7804878048780488,0.6257332811888933,R,Germany,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eyes of a stranger,2760836.0836083605,3860456.3894389435,1099620.305830583,1,0.3982925,15.166296229094376,0,0,0,0,1981,"March 27, 1981 (United States)",84.0,Ken Wiederhorn,Lauren Tewes,Ron Kurz,1.0,1.0,1.0,1.0,0.6257332811888933,R,United States,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eyes wide shut,122391956.78271309,305495377.9759904,183103421.19327733,1,1.4960412923076924,19.53744521036002,0,1,0,0,1999,"July 16, 1999 (United States)",159.0,Stanley Kubrick,Tom Cruise,Stanley Kubrick,1.0,0.9393939393939394,1.0,0.7728813559322034,0.6770093457943925,R,United Kingdom,6903.0,7.486,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
eyewitness,29333883.38833883,22086688.668866884,-7247194.719471946,0,-0.24705882352941178,16.910485707619237,0,1,0,0,1981,"February 13, 1981 (United States)",103.0,Peter Yates,William Hurt,Steve Tesich,0.25,0.6,0.0,0.8164251207729468,0.6257332811888933,R,United States,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f/x,28622262.773722626,58972494.484489046,30350231.71076642,1,1.0603715,17.892581714946143,0,0,0,0,1986,"February 7, 1986 (United States)",109.0,Robert Mandel,Bryan Brown,Robert T. Megginson,0.5,0.6666666666666666,1.0,0.5652173913043478,0.6257332811888933,R,United States,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f/x2,37772980.91042585,48557086.347283415,10784105.436857566,1,0.2854978658536586,17.6982507224241,0,0,0,0,1991,"May 10, 1991 (United States)",108.0,Richard Franklin,Bryan Brown,Robert T. Megginson,1.0,0.6666666666666666,1.0,0.5652173913043478,0.7330583382439599,PG-13,United States,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
face/off,156361370.7165109,480178236.7613707,323816866.0448598,1,2.0709518250000003,19.989667921610305,0,0,0,0,1997,"June 27, 1997 (United States)",138.0,John Woo,John Travolta,Mike Werb,0.8333333333333334,0.5,1.0,0.6666666666666666,0.6257332811888933,R,United States,5796.0,7.052,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
factory girl,10592860.588519054,5406341.815726,-5186518.772793054,0,-0.48962400000000006,15.50308341774173,0,0,0,0,2007,"February 16, 2007 (United States)",90.0,George Hickenlooper,Sienna Miller,Captain Mauzner,0.0,0.0,0.0,0.7307692307692307,0.6257332811888933,R,United States,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
factotum,1606246.7997951868,4349856.077316948,2743609.277521761,1,1.708087,15.285653546735896,0,0,0,0,2005,"April 29, 2005 (Norway)",94.0,Bent Hamer,Matt Dillon,Charles Bukowski,1.0,0.6,1.0,1.0,0.6257332811888933,R,Norway,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
failure to launch,77802579.36507936,202635507.7609127,124832928.39583333,1,1.60448316,19.12691939977663,0,1,0,0,2006,"March 10, 2006 (United States)",97.0,Tom Dey,Matthew McConaughey,Tom J. Astle,0.6666666666666666,0.45454545454545453,1.0,0.7992700729927007,0.7330583382439599,PG-13,United States,1758.0,5.836,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
fair game,102919947.50656168,23742555.34711286,-79177392.15944882,0,-0.7693104599999999,16.982779622355896,0,1,0,0,1995,"November 3, 1995 (United States)",91.0,Andrew Sipes,William Baldwin,Paula Gosling,0.0,0.0,0.5,0.7728813559322034,0.6257332811888933,R,United States,4.0,3.75,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
falling down,54273356.40138408,88799011.23944636,34525654.83806228,1,0.63614372,18.301886084470876,0,0,0,0,1993,"February 26, 1993 (United States)",113.0,Joel Schumacher,Michael Douglas,Ebbe Roe Smith,0.7777777777777778,0.7777777777777778,1.0,0.4,0.6257332811888933,R,United States,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
falling in love,36230991.33782483,33601397.31376323,-2629594.024061598,0,-0.07257858333333335,17.330078240548538,0,1,0,0,1984,"November 21, 1984 (United States)",106.0,Ulu Grosbard,Robert De Niro,Michael Cristofer,0.3333333333333333,0.5,0.0,0.7992700729927007,0.7330583382439599,PG-13,United States,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fame,26324475.524475522,112920060.38787879,86595584.86340326,1,3.2895464444444444,18.542190704989856,0,0,0,0,2009,"September 25, 2009 (United States)",107.0,Kevin Tancharoen,Kelsey Grammer,Allison Burnett,1.0,1.0,1.0,0.5833333333333334,0.7196885428253615,PG,United States,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fanboys,5703636.363636363,1405731.3804195805,-4297904.983216783,0,-0.7535376923076923,14.156068992139978,0,0,0,0,2009,"February 13, 2009 (Iceland)",90.0,Kyle Newman,Dan Fogler,Ernest Cline,0.0,0.0,0.0,0.7307692307692307,0.7330583382439599,PG-13,United States,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fandango,20407992.56505576,267245.5780669145,-20140746.986988846,0,-0.9869048571428571,12.495927024565521,0,1,0,0,1985,"January 25, 1985 (United States)",91.0,Kevin Reynolds,Kevin Costner,Kevin Reynolds,0.5,0.7692307692307693,0.25,0.7728813559322034,0.7196885428253615,PG,United States,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fanny and alexander,19504663.212435234,22091537.4373057,2586874.2248704657,1,0.13262849999999995,16.910705217032184,0,0,0,0,1982,"December 17, 1982 (Sweden)",188.0,Ingmar Bergman,Bertil Guve,Ingmar Bergman,1.0,1.0,1.0,1.0,0.6257332811888933,R,Sweden,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fantasia 2000,145737514.51800233,165547924.55865273,19810410.040650398,1,0.13593212499999993,18.924771291275896,1,1,0,0,2000,"June 16, 2000 (United States)",75.0,Directors,James Levine,Eric Goldberg,0.8125,1.0,1.0,0.8942307692307693,0.7798165137614679,G,United States,1357.0,6.97,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fantastic 4: rise of the silver surfer,196724553.7867824,456874815.2180414,260150261.431259,1,1.3224087,19.939919986209503,1,1,0,0,2007,"June 15, 2007 (United States)",92.0,Tim Story,Ioan Gruffudd,Don Payne,1.0,1.0,1.0,0.8164251207729468,0.7196885428253615,PG,United States,8316.0,5.631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
fantastic beasts and where to find them,235275000.0,1048807395.7754167,813532395.7754167,1,3.457793627777778,20.770919542997035,0,0,1,1,2016,"November 18, 2016 (United States)",132.0,David Yates,Eddie Redmayne,J.K. Rowling,1.0,0.8,1.0,0.75,0.7330583382439599,PG-13,United Kingdom,12152.0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fantastic beasts: the crimes of grindelwald,249860613.30147353,814820553.477499,564959940.1760255,1,2.26110043,20.518478468407064,0,0,1,1,2018,"November 16, 2018 (United States)",134.0,David Yates,Eddie Redmayne,J.K. Rowling,1.0,0.8,1.0,0.75,0.7330583382439599,PG-13,United Kingdom,4870.0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fantastic four,158835443.0379747,222169999.83924052,63334556.801265836,1,0.3987432250000001,19.21895341633078,0,1,0,1,2015,"July 8, 2005 (United States)",106.0,Tim Story,Ioan Gruffudd,Mark Frost,1.0,1.0,0.5,0.8164251207729468,0.7330583382439599,PG-13,United States,3837.0,5.804,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fantastic mr. fox,58498834.4988345,67967135.56969696,9468301.070862465,1,0.1618545249999999,18.034534860580436,0,1,0,0,2009,"November 25, 2009 (United States)",87.0,Wes Anderson,George Clooney,Roald Dahl,0.75,0.9,0.5,0.8164251207729468,0.7196885428253615,PG,United States,5989.0,7.816,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
far and away,134155381.32573058,308074059.92872417,173918678.6029936,1,1.2963973333333334,19.545850769593354,0,0,0,0,1992,"May 22, 1992 (United States)",140.0,Ron Howard,Tom Cruise,Bob Dolman,0.8636363636363636,0.9393939393939394,1.0,1.0,0.7330583382439599,PG-13,United States,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
far from heaven,23016032.608695652,49489438.16195652,26473405.553260867,1,1.1502158518518517,17.71726985451301,0,0,0,0,2003,"January 10, 2003 (United States)",107.0,Todd Haynes,Julianne Moore,Todd Haynes,0.8,0.4,0.6666666666666666,0.775,0.7330583382439599,PG-13,United States,664.0,7.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"faraway, so close!",22794809.68858131,1759444.5224913494,-21035365.16608996,0,-0.9228138095238094,14.38050927333853,0,0,0,0,1993,"December 21, 1993 (United States)",140.0,Wim Wenders,Otto Sander,Wim Wenders,0.0,0.0,0.5,0.0,0.7330583382439599,PG-13,Germany,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
farewell my concubine,8683737.024221452,13291777.272664359,4608040.248442907,1,0.5306517500000001,16.402656227055402,0,0,0,0,1993,"October 15, 1993 (United States)",171.0,Kaige Chen,Leslie Cheung,Pik-Wah Lee,1.0,0.5,1.0,1.0,0.6257332811888933,R,China,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
farewell to the king,50596774.19354839,6124529.539516129,-44472244.65403226,0,-0.87895415,15.627812664847951,0,0,0,0,1989,"March 3, 1989 (United States)",117.0,John Milius,Nick Nolte,Pierre Schoendoerffer,0.0,0.38461538461538464,0.0,0.0,0.7330583382439599,PG-13,United States,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fargo,13995538.559592096,121185319.0407903,107189780.4811982,1,7.658853571428571,18.612831502487996,0,0,0,0,1996,"April 5, 1996 (United States)",98.0,Joel Coen,William H. Macy,Ethan Coen,0.6,1.0,0.6,0.8461538461538461,0.6257332811888933,R,United States,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fast & furious,124310023.31002331,527026047.1748252,402716023.8648019,1,3.239610235294118,20.082760532560858,0,1,0,0,2009,"April 3, 2009 (United States)",107.0,Justin Lin,Vin Diesel,Chris Morgan,1.0,0.9333333333333333,0.8571428571428571,0.7804878048780488,0.7330583382439599,PG-13,United States,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fast & furious 6,215416309.01287556,1061842144.4703863,846425835.4575107,1,3.9292560499999993,20.783271109801525,0,1,0,0,2013,"May 24, 2013 (United States)",130.0,Justin Lin,Vin Diesel,Chris Morgan,1.0,0.9333333333333333,0.8571428571428571,0.7804878048780488,0.7330583382439599,PG-13,United States,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fast & furious presents: hobbs & shaw,245365662.88619474,931232540.1231912,685866877.2369965,1,2.7952846750000004,20.652019579695125,0,0,0,0,2019,"August 2, 2019 (United States)",137.0,David Leitch,Dwayne Johnson,Chris Morgan,1.0,0.9,0.8571428571428571,1.0,0.7330583382439599,PG-13,United States,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fast five,174355269.00844818,878978548.331703,704623279.3232548,1,4.0413076320000005,20.594271051861014,0,1,0,1,2011,"April 29, 2011 (United States)",130.0,Justin Lin,Vin Diesel,Chris Morgan,1.0,0.9333333333333333,0.8571428571428571,0.7804878048780488,0.7330583382439599,PG-13,United States,4294.0,7.239,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
